movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,"Brain surgeon, rock musician, adventurer Buckaroo Banzai is a modern renaissance man and has made scientific history. He perfected the Oscillation Overthruster, which allows him to travel through solid matter by using the eighth dimension. But when his sworn enemy Dr. Emilio Lizardo devises a plot to steal the device and bring an evil army back to destroy Earth, Buckaroo goes cranium to cranium with the madman in a battle that could spell doom for the universe. Along with his crime-fighting team, the Hong Kong Cavaliers, Buckaroo must stop the evil alien invaders from the eighth dimension who are planning to conquer our dimension. He is helped by Penny Pretty, the long-lost twin sister of his late wife, and some good extra-dimensional beings who look and talk like they are from Jamaica. —Greg Bole <bole@life.bio.sunysb.edu>",United States,English,W.D. Richter,1984.0,1 hour 43 minutes,PG,alien,interdimensional travel,scientist
3071,Stand and Deliver (1988),Comedy|Drama,"Jaime Escalante is a mathematics teacher in a school in a Hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods help gang members and no-hopers pass the rigorous Advanced Placement exam in calculus. —Murray Chapman <muzzle@cs.uq.oz.au>",United States,"English, Spanish",Ramón Menéndez,1988.0,1 hour 43 minutes,PG,calculus,inner city youth,institutional discrimination
3072,Moonstruck (1987),Comedy|Romance,"No sooner does Italian-American widow Loretta accept a marriage proposal from her doltish boyfriend, Johnny, then she finds herself falling for his younger brother, Ronny. She tries to resist, but Ronny lost his hand in an accident he blames on his brother, and has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls deeper in love, she comes to learn that she's not the only one in her family with a secret romance. —Jwelch5742",United States,"English, Italian, Latin",Norman Jewison,1987.0,1 hour 42 minutes,18,love,new york city,fiance fiancee relationship
3073,"Sandpiper, The (1965)",Drama|Romance,"Twenty-something Laura Reynolds (Dame Elizabeth Taylor) is a free spirit who questions social conventions, laws, and regulations. A struggling artist, she lives in a secluded beachside cabin in Big Sur with her 9-year-old illegitimate son Danny (Morgan Mason), in whom she instills her values. Because of this questioning of convention, she has decided to home-school him; because of this questioning of the law, Danny runs into legal problems and is court-ordered to be sent to San Simeon, a Christian school in Monterey, California. This order is against Laura's wishes. The school's headmaster is Dr. Reverend Edward Hewitt (Richard Burton), who tries to convince Laura that San Simeon is not the prison she imagines. Married for 21 years to faithful Claire (Eva Marie Saint), Edward has become more a fund-raiser at all cost (for a new chapel) rather than an educator or Priest. Despite their differences, Laura and Edward begin to fall for each other and both, especially Edward, must reconcile their feelings for each other to their beliefs, which they learn are closer to each other than they thought. Their feelings also bring to the forefront what each really wants in life beyond their current lot. —Huggo",United States,English,Vincente Minnelli,1965.0,1 hour 57 minutes,TV-14,california coast,big sur california,wilderness
3074,Jeremiah Johnson (1972),Western,"During the mid-nineteenth century, Jeremiah Johnson, after a stint in the US Army, decides that he would prefer a life of solitude and more importantly peace by living with nature in the mountains of the frontier of the American west. This plan entails finding a piece of land upon which to build a house. This quest ends up being not quite what he envisioned as he does require the assistance of others to find his footing, and in turn, he amasses friends and acquaintances along the way, some who become more a part of his life than he would have imagined. Perhaps most importantly, some of those people provide him with the knowledge of how to co-exist with some of the many Indian tribes, most importantly the Crow, on whose land in Colorado Jeremiah ultimately decides to build his home. But an act by Jeremiah upon a request by the US Cavalry leads to a chain of events that may forever change the peaceful relationship he worked so hard to achieve with his neighbors and their land. —Huggo",United States,"English, Crow, French",Sydney Pollack,1972.0,1 hour 48 minutes,GP,mountain man,death of wife,native american
3075,Repulsion (1965),Drama|Horror,"In London, Belgian immigrant Carol Ledoux shares an apartment with her older sister Helen, and works as a manicurist at a beauty salon. Helen uses the word ""sensitive"" to describe Carol's overall demeanor, which is almost like she walks around in a daze, rarely speaking up about anything. When she does speak up, it generally is about something against one of those few issues on which she obsesses, such as Helen's boyfriend Michael's invasion of her space at the apartment. That specific issue may be more about men in general than just Michael's actions, as witnessed by Carol being agitated by hearing Helen and Michael's lovemaking, and she not being able to rebuff the advances effectively of a male suitor, Colin, who is infatuated with her. One of those other obsessive issues is noticing cracks and always wanting to fix them. While Helen and Michael leave on a vacation to Pisa, Italy, Carol chooses largely to lock herself in the apartment, ditching work. There, she is almost hypnotized by her solitude, which leads to her mental state deteriorating as those obsessions come to the fore. She quickly descends into madness, which ultimately also affects those that are trying to get in touch with her. —Huggo",United Kingdom,English,Roman Polanski,1965.0,1 hour 45 minutes,18,mental illness,female protagonist,hallucination
3076,Irma la Douce (1963),Comedy,"Naive, by-the-book French police officer Nestor Patou, is transferred to the Red Light district. Upon witnessing what must be a brothel, he calls the station, organizes a raid, and transports all the 'ladies' to the jail. Unfortunately, this disrupts the well-organized system of the police and the Pimps union. Not to mention inadvertently netting his station superior at the brothel. Fired, he goes to a bar to drink, is befriended by Irma, beats up her pimp, and finds he is that he is her pimp now. He does not like the thought of his girl seeing other men, so he comes up with a plan. —Brian W Martz <B.Martz@Genie.com>",United States,English,Billy Wilder,1963.0,2 hours 27 minutes,15,sex comedy,comedy of manners,prostitute
3077,42 Up (1998),Documentary,"In 1964, a film crew interviewed seven-year-old English kids: five or six from privilege, a Yorkshire farm lad, East-End girls, and boys from a children's home. Every seven years, Michael Apted re-interviews those willing (two declined this time). At 42, careers are stuck or flourishing; marriages are strong, shaky, or over (and Bruce recently married for the first time). They're dealing with parents' dying, and children coming-of-age. One is a single mom with young sons. One is remarried, but how are the five children from his first marriage? Lyn and Jackie face health problems with down-to-earth lucidity. Neil, on the margin at 28 and 35, has a glorious story of friendship at 42. —<jhailey@hotmail.com>",United Kingdom,"English, Latin",Michael Apted,1998.0,2 hours 19 minutes,Not Rated,twin towers,interview,london england
3078,Liberty Heights (1999),Drama,"Anti-Semitism, race relations, coming of age, and fathers and sons: in Baltimore from fall, 1954, to fall, 1955. Racial integration comes to the high school, TV is killing burlesque, and rock and roll is pushing the Four Lads off the Hit Parade. Ben, a high school senior, and his older brother Van are exploring ""the other"": in Ben's case, it's friendship with Sylvia, a Black student; with Van, it's a party in the WASP part of town and falling for a debutante, Dubbie. Sylvia gives Ben tickets to a James Brown concert; Dubbie invites Van to a motel: new worlds open. Meanwhile, their dad Nate, who runs a numbers game, loses big to a small-time pusher, Little Melvin; a partnership ensues. —<jhailey@hotmail.com>",United States,"English, German, Yiddish",Barry Levinson,1999.0,2 hours 7 minutes,12,smashed pumpkin,1950s,brother
3079,Mansfield Park (1999),Comedy|Drama|Romance,"At 10, Fanny Price, a poor relation, goes to live at Mansfield Park, the estate of her aunt's husband, Sir Thomas. Clever, studious, and a writer with an ironic imagination and fine moral compass, she becomes especially close to Edmund, Thomas's younger son. Fanny is soon possessed of beauty as well as a keen mind and comes to the attention of a neighbor, Henry Crawford. Thomas promotes this match, but to his displeasure, Fanny has a mind of her own, asking Henry to prove himself worthy. As Edmund courts Henry's sister and as light shines on the link between Thomas's fortunes and New World slavery, Fanny must assess Henry's character and assert her heart as well as her wit. —<jhailey@hotmail.com>",United Kingdom,English,Patricia Rozema,1999.0,1 hour 52 minutes,15,releasing dove,caught having sex,year 1806
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,"The curse of The Headless Horseman (Christopher Walken) is the legacy of the small town of Sleepy Hollow. Spearheaded by the eager Constable Ichabod Crane (Johnny Depp) and his new-world ways into the quagmire of secrets and murder, secrets once laid to rest, best forgotten, and now reawakened, and he too, holding a dark secret of a past once gone. —Cinema_Fan",United States,"English, Latin",Tim Burton,1999.0,1 hour 45 minutes,18,headless horseman,horseman,investigation
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,"James Bond (Pierce Brosnan) is back. An oil tycoon is murdered in MI6, and Bond is sent to protect his daughter. Renard (Robert Carlyle), who has a bullet lodged in his brain from a previous Agent, is secretly planning the destruction of a pipeline. Bond gains a hand from research scientist Dr. Christmas Jones (Denise Richards), who witnesses the action which happens when Bond meets up with Renard, but Bond becomes suspicious about Elektra King (Sophie Marceau), especially when Bond's boss, M (Dame Judi Dench) goes missing. Bond must work quickly to prevent Renard from destroying Europe. —simon",United Kingdom,"English, Russian, Spanish",Michael Apted,1999.0,2 hours 8 minutes,12,official bond film,007,snow adventure
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,"Argentine Manuela Echevarria, an organ transplant coordinator at a Madrid hospital, ran off from her husband in Barcelona eighteen years ago upon learning that she was pregnant, their son, Esteban, who she has never told about his father despite his curiosity, and her husband who didn't know about the pregnancy when she ran off. An event coinciding with Esteban, an aspiring writer, turning seventeen leads to Manuela feeling the need to return to Barcelona to look for her husband. There, she ends up further acting as the maternal figure for people in need. One is a young nun named Sister Rosa, who she meets through her old friend, a transvestite prostitute who has assumed the name Agrado in her agreeable nature. Rosa has a strained relationship with her own conservative mother, as she is consumed with caring for her ill husband, who suffers from Alzheimer's. The other is actress Huma Rojo, currently appearing as Blanche Dubois in a stage production of A Streetcar Named Desire, which has long been a touchstone for Manuela in productions of it coinciding with milestone moments in her life, this production no different. Huma is in a troubled codependent relationship with her younger ""Stella Kowalski"" costar Nina Cruz, a closet junkie, hence Huma's emotional need for support. By the end of her stay in Barcelona, Manuela will have another non-relative for who she will feel the need to act as a mother figure. —Huggo",Spain,"Spanish, Catalan",Pedro Almodóvar,1999.0,1 hour 41 minutes,18,friendship,grief,single mother
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,"Ollie Dee and Stanley Dum try to borrow money from their employer, the toymaker, to pay off the mortgage on Mother Peep's shoe and keep it and Little Bo Peep from the clutches of the evil Barnaby. When that fails, they trick Barnaby into marrying Stanley Dum instead of Bo Peep. Enraged, Barnaby unleashes the bogeymen from their caverns to destroy Toyland. —Paul Penna <tterrace@wco.com>",United States,English,Gus Meins,1934.0,1 hour 17 minutes,Passed,forced marriage,toy soldier,sheep
3087,Scrooged (1988),Comedy|Fantasy|Romance,"Francis Xavier Cross is a cynical, mean spirited television executive, he treats his loyal assistant with contempt. He just sacked a member of staff on Christmas Eve for simply disagreeing with him, and he's alienated himself from his brother who still insists on inviting Frank to Christmas dinner despite him refusing to go every year. However, Frank is forced to learn the true meaning of Christmas when he's visited by three ghosts. —Iantjambo",United States,English,Richard Donner,1988.0,1 hour 41 minutes,PG-13,ghost,christmas,compassion
3088,Harvey (1950),Comedy|Fantasy,"The classic stage hit gets the Hollywood treatment in the story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places. —Dale Roloff",United States,"English, Spanish, Latin",Henry Koster,1950.0,1 hour 44 minutes,All,rabbit,misunderstanding,giant rabbit
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,"Antonio Ricci, an unemployed man in the depressed post-WWII economy of Italy, finally gets a job hanging up posters, but he needs a bicycle. When his bicycle is stolen, he and son walk the streets of Rome looking for it. Antonio finally manages to locate the thief, yet, with no proof he must abandon his cause. But he and his son know perfectly well that, without a bike, Antonio won't be able to keep his job. —jolusoma",Italy,"Italian, German",Vittorio De Sica,1948.0,1 hour 29 minutes,12,post world war two italy,bicycle theft,lack of money
3090,Matewan (1987),Drama,"Mingo County, West Virginia, 1920. Coal miners, struggling to form a union, are up against company operators and the gun thugs of the notorious Baldwin-Felts detective agency. Black and Italian miners, brought in by the company to break the strike, are caught between the two forces. UMWA organizer and dual-card Wobbly Joe Kenehan determines to bring the local, Black, and Italian groups together. While Kenehan and his story are fictional, the setting and the dramatic climax are historical; Sid Hatfield, Cabell C. Testerman, C. E. Lively and the Felts brothers were real-life participants, and 'Few Clothes' is based on a character active several years previously. —Susan C. Mitchell <susanm@indirect.com>, expanded by Silverwhistle",United States,"English, Italian",John Sayles,1987.0,2 hours 15 minutes,PG-13,company town,strike,1920s
3091,Kagemusha (1980),Drama|War,"When a powerful warlord in medieval Japan dies, a poor thief recruited to impersonate him finds difficulty living up to his role and clashes with the spirit of the warlord during turbulent times in the kingdom. —Keith Loh <loh@sfu.ca>",Japan,Japanese,Akira Kurosawa,1980.0,3 hours,12,doppelganger,16th century,deception
3093,McCabe & Mrs. Miller (1971),Drama|Western,"Set in winter in the Old West. Charismatic but dumb John McCabe arrives in a young Pacific Northwest town to set up a whorehouse/tavern. The shrewd Mrs. Miller, a professional madam, arrives soon after construction begins. She offers to use her experience to help McCabe run his business, while sharing in the profits. The whorehouse thrives and McCabe and Mrs. Miller draw closer, despite their conflicting intelligences and philosophies. Soon, however, the mining deposits in the town attract the attention of a major corporation, which wants to buy out McCabe along with the rest. He refuses, and his decision has major repercussions for him, Mrs. Miller, and the town. —John J. Magee <magee@helix.mgh.harvard.edu>",United States,"English, Cantonese",Robert Altman,1971.0,2 hours,R,prostitution,mining town,gambler
3094,Maurice (1987),Drama|Romance,"Two male English school chums find themselves falling in love at Cambridge. To regain his place in society, Clive gives up his forbidden love, Maurice (pronounced ""Morris"") and marries. While staying with Clive and his shallow wife, Anne, Maurice finally discovers romance in the arms of Alec, the gamekeeper. Written from personal pain, it's E.M. Forster's story of coming to terms with sexuality in the Edwardian age. —Susan Southall <stobchatay@aol.com>",United Kingdom,English,James Ivory,1987.0,2 hours 20 minutes,15,gay romance,student,homosexuality
3095,"Grapes of Wrath, The (1940)",Drama,"The Joad clan, introduced to the world in John Steinbeck's iconic novel, is looking for a better life in California. After their drought-ridden farm is seized by the bank, the family -- led by just-paroled son Tom -- loads up a truck and heads West. On the road, beset by hardships, the Joads meet dozens of other families making the same trek and holding onto the same dream. Once in California, however, the Joads soon realize that the promised land isn't quite what they hoped. —Jwelch5742",United States,English,John Ford,1940.0,2 hours 9 minutes,12,great depression,based on novel,capitalism
3096,My Man Godfrey (1957),Comedy,"The eccentric Bullock household again need a new butler. Daughter Irene encounters bedraggled Godfrey Godfrey at the docks and, fancying him and noticing his obviously good manners, gets him the job. He proves a great success, but keeps his past to himself. When an old flame turns up Irene's sister Cordelia starts making waves. —Jeremy Perkins {J-26}",United States,English,Henry Koster,1957.0,1 hour 32 minutes,Unrated,screwball comedy,color remake of black and white film,butler mistress relationship
3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,"In Budapest, Hungary, the Matuschek and Company store is owned by Mr. Hugo Matuschek and the bachelor Alfred Kralik is his best and most experienced salesman. When Klara Novak seeks a job position of saleswoman in the store, Matuschek hires her but Kralik and she do not get along. Meanwhile the lonely and dedicated Kralik has an unknown pen pal that he intends to propose very soon; however, he is fired without explanation by Matuschek on the night that he is going to meet his secret love. He goes to the bar where they have scheduled their meeting with his colleague Pirovitch and he surprisingly finds that Klara is his correspondent; however, ashamed After being let go he does not disclose his identity to her. When Matuschek discovers that he had misjudged Kralik and committed a mistake, he hires him again for the position of manager. But Klara is still fascinated with her correspondent and does not pay much attention to Alfred. Alfred works out a plan to reveal himself to Klara's who he is attracted to now that he sees past her attitude. —Claudio Carvalho, Rio de Janeiro, Brazil",United States,English,Ernst Lubitsch,1940.0,1 hour 39 minutes,12,quote from julius caesar,mistaken identity,reference to the comedie francaise
3098,"Natural, The (1984)",Drama,"An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league in this magical sports fantasy. With the aid of a bat cut from a lightning struck tree, Hobbs lives the fame he should have had earlier when, as a rising pitcher, he is inexplicably shot by a young woman. —Keith Loh <loh@sfu.ca>",United States,English,Barry Levinson,1984.0,2 hours 18 minutes,12,baseball,based on novel,montage
3099,Shampoo (1975),Comedy|Drama|Romance,"Thirty-something George Roundy is a Beverly Hills hairdresser, who spends as much time sleeping with his female clients as he does doing their hair. Whether they want to admit it, all the women in his life are for the most part aware that they are are not the only one with whom he is sleeping. And some, such as the wealthy and married Felicia Karpf, have a stronger emotional dependence on George than they would like to admit. George's current girlfriend is Jill, an up and coming actress. Jill's best friend is Jackie Shawn, one of George's old girlfriends who left him because he couldn't make a true commitment to her. In turn, Jackie is currently having an affair with Lester Karpf, Felicia's wealthy businessman husband. George is unhappy working at a salon owned by Norman, with whom he is constantly butting heads. In his first act of wanting finally to be a grown up, George wants to open his own salon, but doesn't have the financial resources to do it, and no bank will lend him money for the venture. Felicia at least convinces Lester to consider investing in George. On Monday, November 4, 1968, the eve of the presidential election, this group spends the evening together, first at a dinner party hosted by Lester, and then another private party. Lester asks his potential new business partner, George, to accompany his mistress Jackie, not knowing that George and Jackie know each other. Jill, who is invited to the party by Jackie, invites director Johnny Pope as her date, he who is considering her for a role in his next movie filming in Egypt and perhaps more. Over the course of the evening, George may come to the realization of what he wants in life both professionally and personally, but achieving happiness will depend upon others in his life, they who have known George up to this time only as an uncommitted narcissist. —Huggo",United States,English,Hal Ashby,1975.0,1 hour 50 minutes,R,u.s. presidential election,los angeles california,adultery
3100,"River Runs Through It, A (1992)",Drama,"The Maclean brothers, Paul and Norman, live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister, the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman finally returns, the siblings resume their fishing outings, and assess both where they've been and where they're going. —Jwelch5742",United States,English,Robert Redford,1992.0,2 hours 3 minutes,12,fishing,river,self discovery
3101,Fatal Attraction (1987),Drama|Thriller,"Happily married New York lawyer Dan Gallagher has an affair with his colleague Alex, and the two enjoy a love weekend while Dan's wife and kid are away. But Alex will not let go of him, and she will stop at nothing to have him for herself. —Sami Al-Taher <staher2000@yahoo.com>",United States,English,Adrian Lyne,1987.0,1 hour 59 minutes,18,borderline personality disorder,femme fatale,stalker
3102,Jagged Edge (1985),Crime|Romance|Thriller,"San Francisco heiress Page Forrester is brutally murdered in her remote beach house. Her husband Jack is devastated by the crime but soon finds himself accused of her murder. He hires lawyer Teddy Barnes to defend him, despite the fact she hasn't handled a criminal case for many years. There's a certain chemistry between them and Teddy soon finds herself defending the man she loves. —Col Needham <col@imdb.com>",United States,English,Richard Marquand,1985.0,1 hour 48 minutes,18,neo noir,giallo esque,horseback riding
3103,Stanley & Iris (1990),Drama|Romance,"Stanley Cox is an illiterate short-order cook who has never taken a chance at love. Iris King is a newly widowed factory worker who has vowed never to love again. Still grieving eight months after her husband's death, she lives from paycheck to paycheck and raises two children. To make ends meet, she rents out space to her sister and brother-in-law who have financial and marital problems as well. Her daughter seeks escape through the company of boys resulting in an out of wedlock pregnancy, which makes matters worse. However, as their friendship slowly blossoms and Iris helps Stanley learn to read, his strong yet gentle kindness helps mend her broken heart. And where two lonely strangers stood trapped within the past, Stanley and Iris can now begin a new chapter of their lives - together. —MGM/UA Home Video",United States,English,Martin Ritt,1990.0,1 hour 44 minutes,15,car,character names as title,forenames as title
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,"Bounty hunter Jack Walsh (Robert De Niro) is sent to find and return bail jumper and former Mafia accountant, Jonathan ""The Duke"" Mardukas (Charles Grodin). The FBI has had no success in locating The Duke, so when Jack finds him in next to no time, they are a little embarrassed. In order to collect his $100,000 fee, Jack must take The Duke from New York to Los Angeles. However, the Mafia and the FBI have other ideas, as does Marvin Dorfler (John Ashton), a rival bounty hunter. On their long cross-country trip to LA, the two get to know each other and they build up a strange friendship. —Rob Hartill",United States,English,Martin Brest,1988.0,2 hours 6 minutes,15,chicago illinois,misanthrope,cynicism
3105,Awakenings (1990),Drama|Mystery,"1969. Dr. Malcolm Sayer is hired as a clinical physician at a local hospital in the Bronx, despite only having a research background. The job is not ideal on his side as he has difficulties relating to people which is the reason he has focused on research projects not involving human subjects, while the hospital hires him somewhat out of desperation in not finding anyone else with the qualifications who wants the job. Most of his patients are in a semi-catatonic state and are housed no in what some of the orderlies coin the ""garden"" ward, where all they can do for the patients is water and feed them. He notices that some of the patients, despite their generally catatonic state, respond in unusual ways to certain stimuli. In doing some research, he also finds that some common bonds between these patients are that they suffered from encephalitis in the 1920s or 1930s, and that their physical states are like they have Parkinson's disease frozen in time. As such, he is able to convince, albeit reluctantly, his skeptical boss, Dr. Kaufman, to administer an expensive experimental drug therapy on only one patient with family consent. That patient is forty-one year old Leonard Lowe, who has been in his current state since he was eleven years old, and who has been supported by his loving mother through all these years. As the drug therapy ""awakens"" Leonard, there are several issues that come into play. Malcolm has to try and convince Kaufman and the hospital administration to extend the therapy to the other patients. Despite not knowing the long term effects, Leonard, who was aware of his surroundings through his catatonic state, may have mixed emotions about his situation, wanting both to be treated as human being and an experiment guinea pig to ensure that what is happening benefits him and others in the long run. Mrs. Lowe may be unprepared for the new Leonard, she expecting who she remembers as a sweet eleven year old boy. Through all these issues, what may be the most illuminating issue for Malcolm is the need to stimulate the human spirit, including his own in dealing with people around him. —Huggo",United States,English,Penny Marshall,1990.0,2 hours 1 minute,12,drug testing,catatonia,encephalitis lethargica
3106,Come See the Paradise (1990),Drama|Romance,"Portraying one of the shadier details of American history, this is the story of Jack McGurn, who comes to Los Angeles in 1936. He gets a job at a movie theatre in Little Tokyo and falls in love with the boss's daughter, Lily Kawamura. When her father finds out, he is fired and forbidden ever to see her again. But together they escape to Seattle. When the war breaks out, the authorities decide that the Japanese immigrants must live in camps like war prisoners. —Mattias Thuresson",United States,"English, Japanese",Alan Parker,1990.0,2 hours 18 minutes,18,world war two,japanese american,relocation
3107,Backdraft (1991),Action|Drama,A rookie firefighter tries to earn the respect of his older brother and other firefighters while taking part in an investigation of a string of arson/murders. This detailed look into the duties and private lives of firemen naturally features widespread pyrotechnics and special effects. —Keith Loh <loh@sfu.ca>,United States,English,Ron Howard,1991.0,2 hours 17 minutes,18,firefighter,fire,arson
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,"Jack Lucas was once a famous, arrogant and egotistical New York City call-in radio talk show host. Largely self-inflicted due to remorse and grief, Jack goes on a quick downward spiral, both personally and professionally, after a glib comment he makes to one of his regular callers results in that caller going on a murder spree. Three years later, the only emotional and financial support a despondent Jack receives is from his current video store owning girlfriend, Anne. When Jack hits rock bottom, he meets a seemingly crazy and homeless man calling himself Parry. Parry does have mental health issues, namely hallucinations centered around the story of the Fisher King, which is why he has an obsession with obtaining the Holy Grail. When Jack learns of Parry's own background and the reason he got to where he is, Jack feels he needs to be part of Parry's salvation. He figures the way to do so is to connect Parry with Lydia Sinclair, a shy and uncoordinated woman who Parry loves from afar. In doing so, Jack may himself be able to recapture his old life back. But if he does, he may not realize that he was no saint in that former life. —Huggo",United States,English,Terry Gilliam,1991.0,2 hours 17 minutes,15,redemption,video store clerk,death of wife
3109,"River, The (1984)",Drama,"Tom and Mae Garvey are a hard working farming couple living with their two children on the east Tennessee farm owned by Tom's family for generations. They and many of their neighbors have hit hard times of late. A downturn in the economy has led to dwindling land prices. But the biggest problem of late has been that their crop land has been prone to flooding as the property is adjacent to a river. Manipulating the powers that be including a local senator and the local bank, Joe Wade, who also grew up in the area and now runs the local milling company that sets the local grain prices, is working behind the scenes to buy up the properties along the river for a song as he wants to build a dam which would flood the Garvey's and others riverfront properties. The dam would generate electricity, but more importantly for Joe it would provide irrigation opportunities for farm properties away from the river, such as his own. Tom already intensely dislikes Joe as he and Mae used to go together. Joe's behind-the-scenes manoeuvrings coupled with the continuation of these and many other farming problems makes it increasingly difficult for the Garveys to hold onto their farm, Tom who seems determined at any cost to stay on the land of his ancestors. —Huggo",United States,English,Mark Rydell,1984.0,2 hours 4 minutes,15,scene during opening credits,motor vehicle,car
3111,Places in the Heart (1984),Drama,"Edna Spalding finds herself alone and broke on a small farm in the midst of the Great Depression when her husband, the Sheriff, is killed in an accident. Moses, a wandering Black man,helps her plant cotton to try to keep her farm and family together. She also takes in a blind boarder, Mr. Will, who lost his sight in the Great War. She must endure storms and harsh labor to try to make her mortgage payment on time. —Susan Southall <stobchatay@aol.com>",United States,English,Robert Benton,1984.0,1 hour 51 minutes,15,mule and wagon,mule,n word
3112,'night Mother (1986),Drama,"What would you do if someone you loved sat down with you one night and calmly told you that they were going to end their life before morning? This is Thelma Cates' dilemma. Her daughter Jessie has had it. A middle-aged epileptic unable to drive or hold a job, with a failed marriage and a drug-addicted runaway son on the wrong side of the law, Jessie can find no reason to keep living. Adapted from the play by Marsha Norman, ""'night, Mother"" is the story of a parent's worst nightmare. How can Thelma convince her daughter that life is worth living if she can't feel her pain? How can she end her daughter's embrace of death before morning? —Mark Fleetwood <mfleetwo@mail.coin.missouri.edu>/Reid Taylor",United States,English,Tom Moore,1986.0,1 hour 36 minutes,PG-13,tiredness,strong female lead,strong female protagonist
3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. If he bears her child between 11:00 PM and midnight on New Year's Eve, the world will end, and the only hope lies within an atheist ex-cop named Jericho Cane, who no longer believes in God because of the murder of his wife and daughter. —Ridley Lavine",United States,"English, Latin",Peter Hyams,1999.0,2 hours 2 minutes,18,new york city,devil,hobo
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,"While Andy is away at summer camp Woody has been toynapped by Al McWiggin, a greedy collector and proprietor of ""Al's Toy Barn""! In this all-out rescue mission, Buzz and his friends Mr. Potato Head, Slinky Dog, Rex and Hamm springs into action to rescue Woody from winding up as a museum piece. They must find a way to save him before he gets sold in Japan forever and they'll never see him again! —Anthony Pereyra <hypersonic91@yahoo.com>",United States,English,John Lasseter,1999.0,1 hour 32 minutes,All,toy,toy comes to life,chicken suit
3115,Flawless (1999),Drama,"Walt Koontz, a homophobic cop, ends up with paralyzed vocal cords because of an unfortunate stroke. His therapy includes singing lessons from a neighbor who is not only flamboyantly gay but also pre-operative transgender. Both of them are equally prejudiced: Koontz against non-heterosexuals, and the neighbor against closed-minded straight people. —Rob Reser - The Movie Kid - <moviekid@filmspot.com>",United States,English,Joel Schumacher,1999.0,1 hour 52 minutes,18,stroke,homosexual,gay interest
3117,Ride with the Devil (1999),Drama|Romance|War,"Jake Roedel and Jack Bull Chiles are friends in Missouri when the Civil War starts. Women and Blacks have few rights. Jack Bull's dad is killed by Union soldiers, so the young men join the Bushwhackers, irregulars loyal to the South. One is a Black man, Daniel Holt, beholden to the man who bought his freedom. They skirmish then spend long hours hiding. Sue Lee, a young widow, brings them food. She and Jack Bull become lovers, and when he's grievously wounded, Jake escorts her south to a safe farm. The Bushwhackers, led by men set on revenge, make a raid into Kansas. At nineteen, Jake is ill at ease with war. As his friends die one after another, he must decide where honor lies. —<jhailey@hotmail.com>",United States,"English, German",Ang Lee,1999.0,2 hours 18 minutes,15,missouri raider,laundry drying on a clothesline,reading a letter
3120,"Distinguished Gentleman, The (1992)",Comedy,"In the conniving world of politics, even a professional shyster like Thomas Jefferson Johnson (Eddie Murphy) can find himself outmatched. After using name recognition to get elected, Johnson enjoys many of the same financial perks as other politicians. However, while investigating the connection between electric companies and cancer in young children, he unexpectedly develops a conscience. Unfortunately, fellow Congressman Dick Dodge (Lane Smith) isn't about to let him rock the boat.",United States,English,Jonathan Lynn,1992.0,1 hour 52 minutes,Rated R for language and a scene of sexuality,ends with freeze frame,car,u.s. car
